generated_id,n_nodes,n_edges,chromatic_number,edge_list,adjacency_upper_triangular
490,14,71,9,0-2;0-3;0-4;0-5;0-7;0-8;0-9;0-11;1-2;1-3;1-5;1-7;1-8;1-9;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-8;4-9;4-12;4-13;5-7;5-8;5-9;5-10;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-10;7-11;7-12;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-12;10-13;12-13,"0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1"
491,14,71,9,0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-10;0-11;0-12;0-13;1-4;1-5;1-7;1-8;1-9;1-11;1-12;1-13;2-4;2-5;2-6;2-7;2-8;2-9;2-12;3-4;3-5;3-6;3-7;3-8;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-7;5-8;5-9;5-11;5-12;5-13;6-7;6-8;6-10;6-12;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1"
492,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;2-3;2-4;2-5;2-8;2-9;2-12;3-4;3-5;3-7;3-9;3-10;3-11;3-12;3-13;4-5;4-9;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-8;6-9;6-10;6-11;6-12;7-8;7-9;7-11;7-12;8-9;8-12;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1"
493,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-8;0-9;0-12;1-2;1-4;1-5;1-8;1-9;1-11;1-12;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-5;3-6;3-8;3-9;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;5-6;5-8;5-9;5-10;5-11;5-12;6-7;6-8;6-9;6-10;6-12;6-13;7-8;7-9;7-11;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-12;10-13;11-12;12-13,"1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1"
494,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-4;1-5;1-6;1-7;1-9;1-10;1-12;1-13;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-7;3-9;3-10;3-11;3-12;3-13;4-5;4-10;4-12;4-13;5-6;5-7;5-12;5-13;6-7;6-8;6-12;6-13;7-8;7-9;7-11;7-12;7-13;8-9;8-11;8-12;8-13;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1"
495,14,71,9,0-2;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-3;1-5;1-6;1-7;1-8;1-9;1-11;1-12;2-4;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-8;3-9;3-10;3-11;3-12;4-5;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-11;5-12;5-13;6-8;6-9;6-11;6-12;6-13;7-8;7-9;7-11;7-12;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;11-12;11-13;12-13,"0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1"
496,14,71,9,0-1;0-2;0-3;0-5;0-6;0-7;0-8;0-9;0-10;0-12;0-13;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-3;2-5;2-7;2-10;2-12;2-13;3-6;3-7;3-10;3-11;3-13;4-5;4-6;4-7;4-9;4-10;4-11;4-13;5-6;5-7;5-8;5-9;5-10;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-10;8-11;8-13;9-10;9-12;9-13;10-11;10-12;10-13;11-13;12-13,"1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1"
497,14,71,9,0-1;0-2;0-4;0-6;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-4;2-7;2-8;2-10;2-11;2-12;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-8;5-11;5-12;5-13;6-10;6-11;6-12;7-8;7-10;7-11;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;10-11;10-12;11-12;11-13;12-13,"1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1"
498,14,71,9,0-2;0-3;0-7;0-8;0-9;0-10;0-11;0-13;1-3;1-4;1-5;1-6;1-8;1-9;1-10;1-13;2-3;2-4;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-6;4-7;4-8;4-9;4-10;4-13;5-6;5-8;5-9;5-10;5-11;5-12;6-8;6-9;6-10;6-11;6-12;6-13;7-8;7-9;7-10;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;12-13,"0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1"
499,14,71,9,0-1;0-2;0-6;0-8;0-9;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-3;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-6;3-9;3-10;3-11;3-13;4-5;4-6;4-7;4-10;4-11;4-13;5-6;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;7-8;7-10;7-11;7-13;8-9;8-10;8-11;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1"
500,14,71,9,0-1;0-5;0-6;0-8;0-9;0-10;0-11;0-12;1-3;1-5;1-6;1-8;1-10;1-11;1-12;1-13;2-3;2-4;2-5;2-6;2-8;2-9;2-10;2-12;3-4;3-5;3-6;3-7;3-8;3-10;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;7-8;7-10;7-11;7-12;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;10-11;10-12;11-12;11-13;12-13,"1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1"
501,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-12;1-4;1-5;1-6;1-7;1-9;1-11;1-12;2-5;2-6;2-7;2-8;2-9;2-10;2-12;3-4;3-5;3-6;3-7;3-8;3-11;3-12;4-5;4-6;4-7;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-12;9-10;9-12;9-13;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1"
502,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-10;0-11;0-12;0-13;1-3;1-4;1-5;1-6;1-11;1-12;1-13;2-3;2-4;2-5;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-10;6-12;6-13;7-9;7-12;7-13;8-9;8-11;8-12;8-13;9-10;9-12;10-12;11-12;11-13;12-13,"1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1"
503,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-8;0-9;1-3;1-4;1-5;1-8;1-9;1-10;1-13;2-3;2-4;2-5;2-7;2-8;2-9;2-10;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-8;6-9;6-11;6-13;7-9;7-10;7-12;7-13;8-9;8-10;8-11;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1"
504,14,71,9,0-2;0-3;0-4;0-5;0-6;0-7;0-10;0-11;1-2;1-3;1-4;1-5;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-7;3-11;3-13;4-5;4-6;4-7;4-9;4-10;4-11;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-11;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-11;8-12;8-13;9-10;9-11;9-13;10-11;11-12;11-13;12-13,"0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1"
505,14,71,9,0-3;0-5;0-6;0-7;0-8;0-10;0-11;0-12;0-13;1-4;1-5;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-5;2-6;2-8;2-9;2-10;2-11;2-12;2-13;3-6;3-7;3-9;3-10;3-11;3-12;3-13;4-6;4-8;4-9;4-10;4-11;4-12;4-13;5-7;5-8;5-10;5-11;5-12;5-13;6-7;6-9;6-10;6-11;6-12;6-13;7-9;7-10;7-11;7-12;7-13;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
506,14,71,9,0-3;0-5;0-6;0-7;0-10;0-11;0-12;0-13;1-2;1-4;1-5;1-6;1-7;1-8;1-9;1-12;1-13;2-5;2-6;2-9;2-10;2-11;2-12;2-13;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-8;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;7-9;7-11;7-12;7-13;8-9;8-10;8-12;8-13;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1"
507,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-3;1-4;1-5;1-7;1-8;1-11;1-13;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-12;2-13;3-4;3-5;3-8;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-7;5-8;5-9;5-10;5-13;6-7;6-8;6-9;6-11;6-12;6-13;7-8;7-9;7-10;7-13;8-9;8-10;8-11;8-12;8-13;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1"
508,14,71,9,0-1;0-2;0-7;0-8;0-9;0-11;0-12;0-13;1-2;1-4;1-5;1-6;1-7;1-9;1-11;1-12;2-3;2-4;2-5;2-7;2-9;2-11;2-12;3-4;3-5;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-6;4-7;4-8;4-9;4-11;4-12;5-7;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-11;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"
509,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-3;2-6;2-7;2-8;2-9;2-10;3-4;3-6;3-7;3-9;3-11;3-13;4-5;4-7;4-8;4-9;4-10;4-11;4-13;5-7;5-8;5-9;5-10;5-13;6-7;6-9;6-11;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-10;8-11;8-12;9-10;9-11;9-12;9-13;10-12;10-13;11-12,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0"
510,14,71,9,0-2;0-3;0-4;0-5;0-7;0-8;0-11;0-12;1-2;1-3;1-5;1-7;1-8;1-11;1-12;1-13;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-5;3-6;3-7;3-8;3-10;3-12;3-13;4-6;4-7;4-8;4-9;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-12;6-7;6-8;6-9;6-10;6-12;6-13;7-8;7-9;7-10;7-11;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;10-12;11-12;11-13;12-13,"0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1"
511,14,71,9,0-1;0-3;0-4;0-5;0-6;0-8;0-9;0-11;0-12;1-3;1-4;1-5;1-6;1-7;1-11;1-12;1-13;2-4;2-5;2-6;2-8;2-9;2-10;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-11;6-12;6-13;7-9;7-10;7-12;8-9;8-10;8-12;8-13;9-10;9-11;9-12;10-11;10-12;10-13;11-12;12-13,"1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1"
512,14,71,9,0-1;0-2;0-3;0-5;0-7;0-9;0-10;0-11;0-12;0-13;1-2;1-5;1-6;1-7;1-9;1-10;1-13;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-13;3-4;3-5;3-7;3-9;3-10;3-11;3-13;4-5;4-6;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-13;7-9;7-10;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-13;12-13,"1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1"
513,14,71,9,0-1;0-3;0-5;0-6;0-7;0-8;0-10;0-11;0-12;0-13;1-3;1-4;1-5;1-7;1-9;1-10;1-11;1-12;1-13;2-3;2-4;2-6;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-9;4-10;4-12;4-13;5-6;5-7;5-8;5-10;5-12;5-13;6-10;6-12;6-13;7-10;7-11;7-12;7-13;8-9;8-10;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
514,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-4;1-5;1-7;1-8;1-9;1-10;1-13;2-3;2-4;2-5;2-10;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-9;6-11;6-12;6-13;7-9;7-10;7-11;7-13;8-11;8-12;8-13;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1"
515,14,71,9,0-3;0-4;0-5;0-7;0-8;0-10;0-11;0-12;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-12;1-13;2-3;2-4;2-5;2-6;2-8;2-10;2-11;2-12;2-13;3-4;3-5;3-6;3-7;3-8;3-9;3-10;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-8;5-9;5-11;5-12;5-13;6-7;6-8;6-9;6-10;6-12;7-8;7-9;7-10;7-12;8-9;8-10;8-11;8-12;8-13;9-11;9-12;10-11;10-12;11-12;11-13;12-13,"0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1"
516,14,71,9,0-1;0-2;0-3;0-4;0-5;0-6;0-7;0-8;0-9;0-10;0-11;0-12;0-13;1-2;1-3;1-4;1-5;1-9;1-10;1-13;2-3;2-4;2-5;2-6;2-7;2-8;2-9;2-10;2-11;2-12;2-13;3-4;3-7;3-8;3-9;3-11;3-12;3-13;4-5;4-6;4-7;4-8;4-9;4-10;4-11;4-12;4-13;5-6;5-10;5-11;5-12;5-13;6-8;6-9;6-10;6-11;6-13;7-9;7-10;7-12;7-13;8-9;8-11;8-13;9-11;9-13;10-12;10-13;11-12;11-13;12-13,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1"
517,14,71,9,0-1;0-2;0-5;0-6;0-7;0-8;0-9;0-10;0-12;0-13;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-3;2-4;2-5;2-6;2-8;2-10;2-13;3-4;3-5;3-6;3-7;3-10;3-11;3-13;4-5;4-7;4-8;4-10;4-11;4-13;5-6;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-9;6-10;6-11;6-12;6-13;7-10;7-12;7-13;8-10;8-12;8-13;9-10;9-11;9-12;9-13;10-11;10-12;10-13;11-12;11-13;12-13,"1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1"
518,14,71,9,0-1;0-2;0-3;0-4;0-8;0-9;0-10;0-13;1-2;1-3;1-4;1-5;1-6;1-7;1-8;1-9;1-10;1-11;1-12;1-13;2-4;2-6;2-7;2-8;2-9;2-10;2-11;2-13;3-5;3-8;3-9;3-10;3-11;3-12;3-13;4-6;4-7;4-8;4-9;4-11;4-12;4-13;5-7;5-8;5-9;5-10;5-11;5-12;5-13;6-7;6-8;6-9;6-12;6-13;7-8;7-9;7-10;7-12;7-13;8-9;8-10;8-11;8-12;8-13;9-10;9-11;9-12;9-13;10-13;11-13;12-13,"1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1"
